,0,1,3,5,7,9,11,13,15,17,19,21,23,25
0,BMI_norm,0.9279371786131229,8.144221571625256,,2.1913917416431863,,,,,4.9933751841060445,2.2129133881115517,2.6156143438620645,16.661002737576844,15.518317550909323
1,age_norm,1.095603748427522,59.44311123206968,,63.51750208119878,,,,,77.99436475409836,67.29777151639344,55.65800300973361,66.10323146132173,62.860243500256146
2,vol_norm,0.5835982007770695,0.4150184256131532,,0.4676458640176742,,,,,0.4188564488145172,0.10641613162931847,0.1654818175268955,0.5844146853587666,0.252099443654545
3,weight_norm,1.0959765695697097,269.468493852459,,83.03823802510246,,,,,144.45928855020492,190.24100281762298,93.84575115266394,631.8717981557378,141.22569800204917
4,height_norm,0.8591317188882972,6.154067743019979,,4.315629802766392,,,,,12.178582863729508,4.273350449859119,6.199580958632172,8.940024454085552,6.100908623367059
5,nihtbx_fluidcomp_uncorrected_norm,0.764379058189763,0.5930158271164191,0.5774344772589012,0.6076123597191982,0.6215293133845095,0.5881469601490459,0.6404057487112577,0.6855440608790664,0.6515612993084017,0.5963401169073387,0.5735144067983158,0.6184083907330622,0.5779192564917393
6,nihtbx_cryst_uncorrected_norm,0.99177987357062,0.6204142335985527,0.6217102300925333,0.6083846170394147,0.6128061638503778,0.6111078731349258,0.6866339386486616,0.6159857452892866,0.6534280620637487,0.6106902575883709,0.6233315389664447,0.6274581033675397,0.6200215073882557
7,nihtbx_pattern_uncorrected_norm,0.716695207488978,0.6362930047707479,0.6451676165471312,0.6512914563788742,0.6439244004546619,0.6508197471743724,0.6789570167416432,1.2489171262647285,0.8383341304591445,0.6548639516361424,0.6838008067646965,0.6450006453717341,0.6497866521116162
8,nihtbx_picture_uncorrected_norm,0.7541874884952567,0.7111733233342405,0.6929060513855981,0.6939690386662718,0.6924656101914702,0.6963015697041496,0.8210698112112577,0.7225348050477075,0.7406118424212347,0.6880121074739051,0.6875777322737897,0.7472278407362641,0.6921816341212539
9,nihtbx_list_uncorrected_norm,0.7952628369940048,0.6337228993900487,0.6471879677694352,0.6249497210393187,0.6444508286773182,0.6398127821625256,0.6838763502777601,0.7858057491114883,0.8967662873815317,0.6561545700323387,0.6314809205102139,0.6429896120165215,0.6342056774702228
10,nihtbx_flanker_uncorrected_norm,0.7793540660028336,0.659683102467021,0.6525483053238665,0.6744130244020556,0.6424492382612385,0.6540983231341253,0.7306028272284836,0.6890547705478356,0.6910073327236488,0.6610869735967918,0.6716399896340292,0.6409646331286821,0.6440050719214268
11,nihtbx_picvocab_uncorrected_norm,1.089325964591099,0.7114522965227972,0.7082605830958633,0.7085201701179878,0.7136114777111616,0.7108270613873591,0.7160797119140625,0.7172795905441535,0.7290847653248271,0.7331068945712731,0.7112297933609759,0.7334480285644531,0.7081069946289062
12,nihtbx_cardsort_uncorrected_norm,0.7321296197560394,0.6390935553879035,0.6552187810178662,0.6589372353475602,0.6350655477555072,0.6938996236832415,0.6943611395163615,0.6451836883044634,0.7611165281201973,0.6674835955510374,0.628921383717021,0.6327393953917456,0.6402345250864498
13,nihtbx_totalcomp_uncorrected_norm,0.8450633297358339,0.521054283517306,0.5224393938408524,0.5315544253490011,0.5305245821593237,0.5223193872170371,0.5298655150366611,0.6098047475345799,0.5200497674160316,0.5218735366571144,0.5246036717149077,0.5242144787897829,0.5258889120133197
14,nihtbx_reading_uncorrected_norm,0.7953296040081447,0.5755333196921427,0.5851771245237256,0.5785446166992188,0.5832003609078829,0.577637719326332,0.6831140987208633,0.6786136314517162,0.7093725360807825,0.5813559860479637,0.5728340148925781,0.5915230297651447,0.586197024486104
15,race.ethnicity,0.7786885245901639,0.7868852459016393,0.7786885245901639,0.7950819672131147,0.7786885245901639,,0.7786885245901639,,0.7786885245901639,0.7868852459016393,0.7786885245901639,0.7786885245901639,0.7704918032786885
16,income_group,0.2459016393442623,0.2377049180327869,0.2459016393442623,0.2459016393442623,0.2295081967213115,,0.2459016393442623,,0.2377049180327869,0.2377049180327869,0.2459016393442623,0.2459016393442623,0.2459016393442623
17,married,0.860655737704918,0.860655737704918,0.860655737704918,0.8442622950819673,0.860655737704918,,0.860655737704918,,0.860655737704918,0.8524590163934426,0.860655737704918,0.860655737704918,0.860655737704918
18,high.educ_group,0.9262295081967213,0.9262295081967212,0.9262295081967212,0.9262295081967212,0.9262295081967212,,0.9262295081967212,,0.9262295081967212,0.9344262295081968,0.9262295081967212,0.9262295081967212,0.9262295081967212
19,female,0.5409836065573771,0.6639344262295082,0.6475409836065574,0.819672131147541,0.7868852459016393,,0.6721311475409836,,0.8360655737704918,0.7131147540983607,0.7377049180327869,0.639344262295082,0.7377049180327869
